category,question
LITERATURE,"""The Man of Law's Tale"" in this Chaucer work tells the story of Constance, an emperor's daughter"
LITERATURE,"In this novel, Bill Sikes kills Nancy"
LITERATURE,"His poems include ""Highland Mary"", ""The Banks O' Down"", & ""A Man's A Man For A' That"""
LITERATURE,"""The Silmarillion"", his prequel to ""Lord of the Rings"", was published after his death"
LITERATURE,The color mentioned in the title of Zane Grey's most popular novel
LITERATURE,"Robert Browning wrote, do this ""along with me!  The best is yet to be!"""
LITERATURE,"Maris, Lycon, Laogonus, Erymas, Sarpedon, Erylaus & Patroclus die in Book 16 of this work"
LITERATURE,"In 1852 his story ""The Dandy Frightening the Squatter"" appeared in The Carpet-Bag, a humorous paper"
LITERATURE,"Our copy of this 1865-69 Tolstoy work is 1,444 pages long"
LITERATURE,Many say that Tu Fu was this country's greatest poet
LITERATURE,"(<a href=""http://www.j-archive.com/media/2008-06-30_J_03.jpg"" target=""_blank"">Kelly of the Clue Crew reports from New York's Central Park.</a>) Central Park's Literary Walk features <a href=""http://www.j-archive.com/media/2008-06-30_J_03a.jpg"" target=""_blank"">Robert Burns</a> & <a href=""http://www.j-archive.com/media/2008-06-30_J_03b.jpg"" target=""_blank"">this</a> great novelist & <a href=""http://www.j-archive.com/media/2008-06-30_J_03b.jpg"" target=""_blank"">countryman</a>, both sculpted by John Steell of Aberdeen"
LITERATURE,"In Chaucer's ""The Canterbury Tales"" , this bawdy wife tells of her 5 husbands & her desire for a sixth"
LITERATURE,Flaubert led this movement in French literature also called naturalism
LITERATURE,"William Faulkner's novel ""Mosquitoes"" satirizes the literary life in this Louisiana city"
LITERATURE,"Ford Madox Ford's 4-novel series ""Parade's End"" is set during & after this war in which Ford himself was shell-shocked"
LITERATURE,"""For men may come and men may go, but I go on forever"", this ""Lord"" of poetry babbled in ""The Brook"""
LITERATURE,"This 1871 sequel is subtitled ""Life at Plumfield with Jo's Boys"""
LITERATURE,The title of this Willa Cather novel refers to a certain Ms. Shimerda
LITERATURE,"Death of his son led him to write a ""History of Spiritualism"" before his last Sherlock Holmes book"
LITERATURE,"""A Christmas Carol"" character who tells Scrooge, ""I wear the chain I forged in life"""
LITERATURE,"Narrator of classic tales translated by Sir Richard Burton, or title of <a href=""http://www.j-archive.com/media/1987-02-16_DJ_07.mp3"">this</a> ""suite"" music"
LITERATURE,"19th c. feminist Catharine Beecher wrote ""The American Woman's Home"" with this more famous sister"
LITERATURE,"Subtitled ""A Tale of Acadie"", this Longfellow poem describes the tragic romance of an Acadian woman"
LITERATURE,"Polish-born Jerzy Kosinski wrote all of his novels, including ""Being There"" in this, his adopted language"
LITERATURE,"She based the characters of Anne & Robert in her novel ""The Mandarins"" on herself & Jean-Paul Sartre"
LITERATURE,"It's the native country of Flora Nwapa, who wrote ""This is Lagos, and Other Stories"""
LITERATURE,"The original Italian title of this Umberto Eco novel is ""Il Nome Della Rosa"""
LITERATURE,In 2000 Turkish author Andrew Mango published a new biography of this founder of modern Turkey
LITERATURE,"Cervantes novel that tells us, ""A knight errant without a lady is like...a body without a soul"""
LITERATURE,"He wrote his first novel, ""Murphy"", in 1938, 14 years before his famous play ""Waiting for Godot"""
LITERATURE,"His wife Mary said the caroling of a skylark in Leghorn inspired his poem ""To a Skylark"""
LITERATURE,"""The Knight's Tale"" by this 14th century author is based on Boccaccio's poem ""Teseida"""
LITERATURE,"His 1958 novel ""Our Man in Havana"" takes place in pre-Castro Cuba"
LITERATURE,"Alex Haley's first major work was ""The Autobiography Of"" this black militant leader"
LITERATURE,"Many of the Dublin locales he personally frequented are featured in his book ""Ulysses"""
LITERATURE,"In its original language, this Jules Verne novel is known as ""Vingt mille lieues sous les mers"""
LITERATURE,"""Buffalo Girls"" & ""The Evening Star"" are among this ""Lonesome Dove"" author's recent novels"
LITERATURE,"In 1914, 146 of this late American's poems were published by her niece under the title ""The Single Hound"""
LITERATURE,"Since 1918, the ""O. Henry Awards"" have been given to outstanding examples of this form"
LITERATURE,"The ""History of New York... by Diedrich Kickerbocker"" was actually written by him"
LITERATURE,"The title of this famous Anita Loos work states that they ""Prefer Blondes"""
LITERATURE,"Thomas Mann's ""Magic Mountain"" is set in a Swiss sanatorium for this disease"
LITERATURE,Peter Quint & Miss Jessel are the ghosts in this Henry James ghost story
LITERATURE,"A line from this 1894 Kipling book says, ""Rikki-Tikki had a right to be proud of himself; but he did not grow too proud"""
LITERATURE,"Chapters in this James Bond novel include ""Gem Quality"" & ""Hot Ice"""
LITERATURE,"One reviewer called this recent Sara Gruen bestseller ""so much more than a tale about a circus"""
LITERATURE,"He wrote ""Bech: A Book"", ""Bech Is Back"" & ""Bech At Bay"" in addition to his ""Rabbit"" novels"
LITERATURE,This 1930 William Faulkner novel deals with the death & burial of Addie Bundren
LITERATURE,"This title character's ship, the Antelope, went down off the coast of Lilliput"
LITERATURE,"In a 1927 Hermann Hesse novel, newspaper writer Harry Haller, a loner, calls himself this"
LITERATURE,"Hamlet's most famous one of these speeches includes the following lines <i>Whether tis' nobler in the mind to suffer the slings & arrows of outrageous fortune, or to take arms against a sea of troubles & by opposing...</i>"
LITERATURE,John Kennedy Toole immortalized the Lucky Dog vending carts in this Pulitzer Prize-winning novel
LITERATURE,Nelson Algren won a 1950 Nat'l Book Award for this novel about card dealer & morphine addict Frankie Machine
LITERATURE,"1952 novel that begins off the coast of Cuba, & ends on shore 3 days later"
LITERATURE,"In a Defoe novel, this companion is described as ""a comely handsome fellow"""
LITERATURE,"""Jo's Boys"" was the second sequel to this 19th century novel"
LITERATURE,"Chapter 48 of this English novel deals with ""The Flight of Sikes""--Bill Sikes"
LITERATURE,"Richard Middlemas gets crushed by an elephant in ""The Surgeon's Daughter"", an 1827 tale by this Edinburgher"
LITERATURE,"The NYC murder of Mary Rogers inspired Poe, who changed the setting to Paris & created ""The Mystery of"" her"
LITERATURE,"In 1923 Vladimir Nabokov translated ""Alice In Wonderland"" into this language"
LITERATURE,"Ernest Hemingway's novel ""For Whom The Bell Tolls"" takes place during this country's Civil War"
LITERATURE,"First published in 1835, ""Berence"" has been called ""his most horrifying tale"""
LITERATURE,"He may have put his rabbit to rest, but in 1996 he published a new family saga, ""In The Beauty Of The Lilies"""
LITERATURE,"""Buddenbrooks"" was the first important novel by this 20th century German author"
LITERATURE,"Charles Dickens ended this story with the line ""God bless us, every one!"""
LITERATURE,"""The Last Temptation Of Christ"" has this many chapters, the traditional number of years of Jesus' life"
LITERATURE,"In ""The Legend Of Sleepy Hollow"", Abraham Van Brunt, a rival of Ichabod Crane, is better known by this name"
LITERATURE,"To research this novel, Irving Stone stayed in Van Gogh's asylum cell"
LITERATURE,"Paul Riesling, this Sinclair Lewis realtor's one true friend, shoots his wife & is sent to prison"
LITERATURE,"This English lord dedicated an 1880 volume of poetry to his grandson, who was also named Alfred"
LITERATURE,"His famous story ""The Tell-Tale Heart"" tells us, ""It was not the old man who vexed me, but his evil eye"""
LITERATURE,18-year-old Carrie Meeber leaves her Wisconsin home & moves to Chicago in this Theodore Dreiser novel
LITERATURE,"In this Orwell novel, the  Ministry of Peace, also known as Minipax, concerns itself with war"
LITERATURE,"In the last years of his life, he devoted many of his working hours to ""Finnegans Wake"""
LITERATURE,"James Fenimore Cooper's 1823 novel ""The Pioneers"" was the first in a series of these 5 ""Tales"""
LITERATURE,"In 1919 Booth Tarkington won a Pulitzer Prize for this ""Magnificent"" novel; in 1922 he won again for ""Alice Adams"""
LITERATURE,"In this 1952 short story, Hemingway wrote, ""A man can be destroyed but not defeated"""
LITERATURE,"In ""A Scandal in"" this, Sherlock Holmes calls Dr. Watson his ""Boswell"""
LITERATURE,"Graham Greene's ""A Gun For Sale"" was published in the U.S. under this title"
LITERATURE,"Northumbria in the ""Age of Bede"" or Mercia in Offa's reign are guesses as to where & when this work was created"
LITERATURE,"This Dickens novel about a foundling is subtitled ""The Parish Boy's Progress"""
LITERATURE,"His ""Anna Karenina"" was originally published in installments between 1875 & 1877"
LITERATURE,"It's the English title of Isabel Allende's novel ""La Casa de los Espiritus"""
LITERATURE,"William Dean Howells wrote of Silas Lapham & she wrote of ""Silas Marner"""
LITERATURE,In this 1979 book Norman Mailer told the story of convicted killer Gary Gilmore
LITERATURE,"Henry Fielding called a 1749 novel ""The History of"" him, ""a Foundling"""
LITERATURE,"An 1894 Anthony Hope romance was titled this ""of Zenda"""
LITERATURE,1868 Wilkie Collins novel about a mysterious rock
LITERATURE,Rowena has Saxon the brain in this 1819 work by Sir Walter Scott
LITERATURE,Sophocles wrote a tragedy about this self-sacrificing daughter of Oedipus
LITERATURE,"While teaching Russian literature at Cornell, he wrote his famous novel ""Lolita"""
LITERATURE,"""Much Obliged, Jeeves"", this author's last collection of Bertie-&-Jeeves stories, was published in 1971"
LITERATURE,"It begins, ""In the ancient city of London....A boy was born to a poor family of the name of Canty...."""
LITERATURE,"In novels by Baroness Orczy, this colorful hero is really Sir Percy Blakeney"
LITERATURE,This 1922 novel by Hermann Hesse is based on the early life of Buddha
LITERATURE,The first four chapters of this Bram Stoker work are from Jonathan Harker's journal
LITERATURE,City that was the starting & ending point of Phileas Fogg's 80-day trip around the world
LITERATURE,"In 1726, he received 200 pounds for his tale of Lemuel Gulliver, the only time he was paid for his writing"
LITERATURE,"Husband of poet Elizabeth, he wrote ""O' to be in England, now that April's there"""
LITERATURE,"This German was in his 80's when he finished writing ""Faust"" a few months before his death in 1832"
LITERATURE,"""Les chatiments"" is a group of satirical poems attacking Napoleon III by this creator of Quasimodo"
LITERATURE,The Jindyworobak Movement of the 1930s celebrated this country's Aboriginal culture
LITERATURE,"The heroine of her 1849 novel ""Shirley"" was inspired by her late sister Emily"
LITERATURE,"The title of this poet-playwright's 1893 book ""The Celtic Twilight"" became a synonym for the Irish literary revival"
LITERATURE,"This South African called her 1965 story collection ""Not For Publication"""
LITERATURE,"Charles Dickens' ""A Tale of Two Cities"" takes place during this struggle"
LITERATURE,George S. Kaufman helped John Steinbeck turn this work about George & Lennie into a play
LITERATURE,"First published in 1966, ""The Bloomsday Book"" is a guide to this James Joyce work"
LITERATURE,"Henry Miller's ""The Colossus of Maroussi"" is an account of his travels in this country"
LITERATURE,"Herman Wouk won a 1952 Pulitzer Prize for this ""novel of World War II"""
LITERATURE,"He collaborated with ex-wife Margaret Bourke White on documentaries but not on ""God's Little Acre"""
LITERATURE,"His novels ""Ragtime"" & ""World's Fair"" were both set in NYC before WWII"
LITERATURE,The title of this novel by Charles Jackson has become a catch phrase for a major drinking binge
LITERATURE,"Some of the stories & poems in ""We Are Still Married"" reflect on this author's life in Minnesota"
LITERATURE,"We wonder what his grandfather, the adding machine inventor, would have thought of ""Naked Lunch"""
LITERATURE,"In addition to Buck & White Fang, this author wrote about Jerry, an Irish terrier pup"
LITERATURE,"Early collections of his stories include ""Flappers And Philosophers"" & ""Tales Of The Jazz Age"""
LITERATURE,"In ""David Copperfield"", Wilkins is the first name of this kindhearted optimist"
LITERATURE,This B. Traven novel about 3 Americans looking for gold in Mexico was first published in Germany
LITERATURE,"""To Let"" was the last novel in this John Galsworthy series"
LITERATURE,"The full title of this Spanish novel includes ""de la Mancha, El Ingenioso Hidalgo"""
LITERATURE,"Bernard Binlin Dadie's novel ""Climbie"" depicts this ""Ivorian"" country, his homeland, during colonial times"
LITERATURE,New Zealand-born Dame Ngaio Marsh became famous for her work in this field of fiction
LITERATURE,"His essay ""Civil Disobedience"" was delivered as a lecture & printed as ""Resistance to Civil Government"""
LITERATURE,"Some have described his ""Eugene Onegin"" as the first great Russian novel, although it was written in verse"
LITERATURE,"In this novel, Jo March becomes a writer & marries Friedrich Bhaer, a middle-aged professor"
LITERATURE,This 1848 Thackeray work is subtitled “A Novel Without A Hero”
LITERATURE,"Her husband, a physician, assumed the name Roger Chillingworth"
LITERATURE,"In this Hemingway novel, Robert Jordan falls in love with Maria"
LITERATURE,This Thomas Hardy novel about Bathsheba Everdene was first published anonymously in 1874
LITERATURE,"Chapter 7 of this Louisa May Alcott novel is entitled ""Amy's Valley of Humiliation"""
LITERATURE,"His ""Jungle Book"" prose begins, ""It was seven o'clock of a very warm evening in the Seeonee Hills..."""
LITERATURE,"""I believe you think me a fiend!"" says Heathcliff ""with his dismal laugh"" in this novel"
LITERATURE,"In this novel, Sancho Panza is described as a poor, honest man ""without much salt in his brain-pan"""
LITERATURE,This Tolstoy epic of Russian society between 1805 & 1815 contains more than 500 characters
LITERATURE,"Chapter 83 of this Herman Melville novel is entitled ""Jonah Historically Regarded"""
LITERATURE,"In ""A Study in Scarlet"", he told Holmes, ""I have all the facts in my journal, and the public shall know them"""
LITERATURE,"In 1823 James Fenimore Cooper wrote ""The Pioneers"", the first in the series of these ""tales"""
LITERATURE,"""I must go, Cathy"", said Heathcliff, seeking to extricate himself from his companion's arms in this novel"
LITERATURE,"George Du Maurier introduced this evil hypnotist in his 1894 novel ""Trilby"""
LITERATURE,"Wilkins is the first name of this ""David Copperfield"" character who's always waiting ""In case anything turned up"""
LITERATURE,"In this 17th C. novel, Sancho Panza is promised, & eventually gets, the governorship of his own island"
LITERATURE,This 1895 story set in the future was H.G. Wells' first novel
LITERATURE,"The full title of this 1872 tale ends with ""And what Alice found there"""
LITERATURE,"James Jones' 1962 novel ""The Thin Red Line"" was a sequel to this 1951 work"
LITERATURE,"Characters in this Dickens novel include Mealy Potatoes, Mr. Creakle & Edward Murdstone"
LITERATURE,In 1998 Jose Saramago became the first writer in this language to win a Nobel Prize for Literature
LITERATURE,"2 old Quakers, Captain Peleg & Captain Bildad, are part-owners of the Pequod in this 1851 novel"
LITERATURE,"In this novel, d'Artagnan, a native of Gascony, is described as ""Don Quixote at 18"""
LITERATURE,"In ""Good Wives"", the second part of this novel, Aunt March dies & leaves her home, Plumfield, to Jo"
LITERATURE,"William Makepeace Thackeray wrote that ""Some of the love passages"" of this Charlotte Bronte work ""made me cry"""
LITERATURE,"In a Thomas Hardy novel, grain merchant Michael Henchard serves in this title political office"
LITERATURE,"The hero of this Mark Twain novel calls himself ""A Yankee of the Yankees....and nearly barren of sentiment"""
LITERATURE,"In his 1913 novel ""Sons And Lovers"", Miriam is based on his close friend Jessie Chambers"
LITERATURE,"John Updike called this author's ""The Metamorphosis"" ""An indubitable masterpiece"""
LITERATURE,"Written in 1900, ""In the Ravine"" is one of this Russian playwright's finest stories"
LITERATURE,Wamba is a brave jester who risks his life to save his master Cedric in this Sir Walter Scott novel
LITERATURE,"This Nobel Prize winner dedicated ""The Waste Land"" to fellow poet Ezra Pound"
LITERATURE,"His ""Dr. Zhivago"" aroused so much opposition in the Soviet Union that he said ""Nyet"" to the Nobel Prize in 1958"
LITERATURE,In 1953 this British politician won the Nobel Prize for his biographical & historical works & for his oratory
LITERATURE,"He was no ""Stranger"" to the Nobel Prize for Literature, winning in 1957"
LITERATURE,"A poem by this 1923 Nobel Prize winner is heard here: (""I will arise and go now, and go to Innisfree, And a small cabin build there, of clay and wattles made"")"
LITERATURE,"In the Andersen tale, at age 15 she swims to the ocean's surface & views the world above for the first time"
LITERATURE,"In this H.G. Wells novel, the first Martian spaceship lands near the town of Woking"
LITERATURE,"Tom Canty, born in a slum called Offal Court, & Edward Tudor are the title characters in this Twain novel"
LITERATURE,"In this novel, Mr. Charrington, who runs an antique shop, is actually a member of the Thought Police"
LITERATURE,"Leora, the wife of this Sinclair Lewis doctor, dies of bubonic plague on the island of St. Hubert"
LITERATURE,"After his son Kingsley Doyle was killed in World War I, he became a devoted spiritualist"
LITERATURE,The Martian invaders in this H.G. Wells novel are destroyed by earthly bacteria
LITERATURE,"In ""The Call of the Wild"", Judge Miller's gardener kidnaps this dog & sells him for $50"
LITERATURE,Peachy Carnahan & Daniel Dravitt plan to make themselves kings of Kafiristan in this Kipling story
LITERATURE,"The Plain of Ease, the Valley of Humiliation & the Country of Conceit appear in this John Bunyan work"
LITERATURE,"In titles, animal associated with both Volpone and Reynard"
LITERATURE,"Malcolm Lowery's ""Under the Volcano"" is set mainly in this country"
LITERATURE,"Granddaughter of the author of ""Trilby"", she wrote ""Rebecca"""
LITERATURE,"One contributor to ""Knickerbocker"" magazine was this author, who used Knickerbocker as a pseudonym"
LITERATURE,"English poet who wrote ""Endymion"", ""Hyperion"", and its unfinished revision, ""The Fall of Hyperion"""
LITERATURE,This Spaniard rides a bony old nag named Rocinante on his quests
LITERATURE,"Longfellow based his tales of this inn on the Red Horse Inn in Sudbury, Massachusetts"
LITERATURE,This 1902 Joseph Conrad novella is set in the Belgian Congo
LITERATURE,"In ""Great Expectations"", Pip falls in love with Estella, a ward of this spinster"
LITERATURE,"In 1904 this short story author's first book, ""Cabbages and Kings"", was published"
LITERATURE,"When he saw water snakes in the moonlight and blessed them, the albatross fell from his neck"
LITERATURE,"He wrote his 1948 novel ""The Naked and the Dead"" while he was enrolled at the Sorbonne"
LITERATURE,"She received the Pulitzer prize for her ""Collected Stories"", not for ""Ship of Fools"""
LITERATURE,"The young narrator of ""Treasure Island"""
LITERATURE,A well-known Ambrose Bierce short story is about an incident at this bridge in Northern Alabama
LITERATURE,Lotus Blossom is the concubine of Wang Lung in this Pearl Buck novel
LITERATURE,"""The Adventures of Tom Sawyer"" is set in the town of St. Petersburg in this state"
LITERATURE,"At the end of ""Moby Dick"", this narrator is rescued by another whaling ship, the Rachel"
LITERATURE,"This R.D. Blackmore novel begins in Exmoor, in the county of Somerset, in the year 1673"
LITERATURE,This Edith Wharton title character has a hypochondriac wife named Zenobia
LITERATURE,"Roderick & Madeline are the doomed twins in his scary 1839 story ""The Fall of the House of Usher"""
LITERATURE,"""The Miller's Tale"" is one of the bawdiest stories in this collection of Chaucer ""Tales"""
LITERATURE,"He published ""Flappers and Philosophers"", his first book of short stories, in 1920, the year he married Zelda"
LITERATURE,"""The Red Rover"" is a sea novel by this author of ""The Last of the Mohicans"""
LITERATURE,"He said it took him ""Five years to write 'In Cold Bloo"
LITERATURE,It's what made Quasimodo deaf
LITERATURE,"James Fenimore Cooper wrote ""The Pioneers"" & she wrote ""O Pioneers!"""
LITERATURE,"Robert Jordan's big mission in ""For Whom The Bell Tolls"" is to blow up one of these structures"
LITERATURE,"Thomas Mann story published as ""Der Tod In Venedig"" in 1912; it didn't appear in English until 1925"
LITERATURE,"This E.M. Forster novel is divided into 3 sections:  ""Mosque"", ""Caves"" & ""Temple"""
LITERATURE,This Dickens title orphan was given his name by Mr. Bumble
LITERATURE,"This author's ""The Man Who Would Be King"" has been called the perfect short story"
LITERATURE,This John Bunyan work written as a dream was published in 2 parts:  Part I in 1678 & Part II in 1684
LITERATURE,Title novella of the Philip Roth collection that won the 1960 National Book Award
LITERATURE,"""The 42nd Parallel"" is the first novel in this John Dos Passos trilogy"
LITERATURE,"According to both Burns & Steinbeck, their best laid schemes ""gang aft a-gley"""
LITERATURE,"In 1671, Milton wrote ""Paradise Regained"", a sequel to this"
LITERATURE,"English title of 7-part novel ""A la recherche du temps perdu"" by Proust"
LITERATURE,"""All stories, if continued far enough, end in death..."" he wrote in ""Death in the Afternoon"""
LITERATURE,"Language in which Browning's ""Sonnets from the Portuguese"" was originally written"
LITERATURE,"The cheery first ""Masterpiece Theatre"" season included ""Jude the Obscure"" & this Russian's ""The Possessed"""
LITERATURE,"""Wide Sargasso Sea"" by Jean Rhys is the story of the mad wife of this ""Jane Eyre"" character"
LITERATURE,In 1856 Revue de Paris readers followed this tale of the miserable wife of a boring doctor
LITERATURE,"A fling with the valet is one of the escapades of this Strindberg title ""Miss"""
LITERATURE,"""I Married a Communist"", ""The Human Stain"" & ""American Pastoral"" make up a recent trilogy by this novelist"
LITERATURE,"""Child of the Morning"" is the story of Hatshepsut, a woman who ruled this country as a pharaoh"
LITERATURE,"This Danish fairy tale author wrote an autobiography called ""The Fairy Tale of My Life"""
LITERATURE,"His first ""Jungle Book"" was so popular that he published his ""Second Jungle Book"" in 1895"
LITERATURE,"Chapter 25 of this book is called ""The First Wedding""  & it described Meg's marriage to John Brooke"
LITERATURE,"This author said that he was acting in a play with his kids when he came up with the idea for ""A Tale of Two Cities"""
LITERATURE,"As this 1931 novel begins, Wang Lung travels to the house of Hwang to fetch his bride"
LITERATURE,"Washington Irving based this character on his friend Jesse Merwin, a schoolteacher"
LITERATURE,"Upton Sinclair's 1927 novel ""Oil!"" was based on this presidential scandal of a few years earlier"
LITERATURE,"In this title ""incident"", vigilantes hang 3 men falsely accused of cattle rustling"
LITERATURE,The title of this Steinbeck novel refers to a district above Monterey inhabited by Paisanos
LITERATURE,"As well as the ""Iliad"" & ""Odyssey"", a number of hymns are attributed to him"
LITERATURE,This American novelist created the old fisherman Santiago & the young bullfighter Pedro Romero
LITERATURE,"Before ""Les Miserables"", he attacked the French penal system in the novel ""Claude Gueux"""
LITERATURE,"This Thoreau work includes a chapter on ""The Pond in Winter"""
LITERATURE,"The 2 leading French Absurdists were Ionesco, from Romania, & this Irish author of ""Waiting for Godot"""
LITERATURE,"Published in Spain in 1605, this classic of world literature was an instant hit"
LITERATURE,"Of 50, 200 or 500, the one closest to the number of characters in ""War and Peace"""
LITERATURE,This title Sir Walter Scott character is torn between Rebecca & the Saxon Rowena
LITERATURE,Bank official Joseph K. is on the defensive as the accused in this Kafka work
LITERATURE,"In a Thomas Hardy novel, Michael Henchard is this title mayor"
LITERATURE,"This quintessential New Englander published his first book of poems, ""A Boy's Will"", while living in England in 1913"
LITERATURE,"Set in part in Philadelphia, ""Hugh Wynne, Free Quaker"" is a novel about this war"
LITERATURE,"Taji & Jarl are deserters from a whaling ship in his 1849 novel ""Mardi"""
LITERATURE,"""The Pentameron"" is a volume of imaginary conversations between Petrarch & this author of ""The Decameron"""
LITERATURE,"Great Chilean poet known for his ""Twenty Love Poems and a Song of Despair"""
LITERATURE,"The only thing this ""Wizard of Oz"" character was afraid of was ""a lighted match"""
LITERATURE,"This children's story describes Toad Hall as ""a dignified old house of mellowed red brick"""
LITERATURE,"In 1941 his story ""The Devil And Daniel Webster"" was adapted as a film starring Edward Arnold"
LITERATURE,"This novel begins, ""My father's family name being Pirrip, and my Christian name Philip..."""
LITERATURE,"Though not in travel brochures, Erskine Caldwell's ""Tobacco Road"" is located in this state"
LITERATURE,George Shelby dedicates his life to abolition in this Harriet Beccher Stowe novel
LITERATURE,"He wrote many short stories with surprise endings including ""The Gift of the Magi"""
LITERATURE,This Sylvia Plath novel was first published under the pseudonym Victoria Lucas
LITERATURE,Lady Brett Ashley elopes with a bullfighter in this Hemingway novel
LITERATURE,Dr. Pangloss is the tutor to this title character created by Voltaire
LITERATURE,"The book-of-the-month club calls this Dostoyevsky work ""the greatest crime novel ever written"""
LITERATURE,"In an 1896 sequel, this Mark Twain title character turned ""Detective"""
LITERATURE,"In 1846 these sisters published a collection of poems under the pen names Currer, Ellis & Acton Bell"
LITERATURE,"One of his last collections of tales, ""Uncle Remus and the Little Boy"", was published posthumously in 1910"
LITERATURE,"This Hemingway novel about the ""Lost Generation"" is told from the viewpoint of Jake Barnes"
SCIENCE,"At sea level at 70 degrees this travels 1,129 feet per second; it speeds up over 1 foot per sec. for each rising degree"
SCIENCE,"The largest tree, the General Sherman in California, is this type, also called a Sierra Redwood"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2006-02-06_DJ_13.jpg"" target=""_blank"">Sarah of the Clue Crew reads from the pole vault at Duke University's track in Durham, NC.</a>)  In bending an elastic solid, stress is the force causing deformation & this is the 6-letter term for <a href=""http://www.j-archive.com/media/2006-02-06_DJ_13a.jpg"" target=""_blank"">the deformation</a>"
SCIENCE,6 elements once known as inert gases are now known by this aristocratic name
SCIENCE,"(<a href=""http://www.j-archive.com/media/2006-02-06_DJ_15.wmv"">A honey-colored retriever named Max tries to lick Cheryl of the Clue Crew as she pets him at NC State University in Raleigh, NC.</a>)  Veterinarians refer to this area of an animal's body as the posterior or this region, from the Latin for ""the tail"""
SCIENCE,"In metric measurement, 10 millimeters equal 1 of these"
SCIENCE,"Boyle's Law says normally if you double the pressure on a gas, the volume decreases by this amount"
SCIENCE,In 1973 it became the first comet studied by men in space
SCIENCE,"One mole of any substance always has the same number, 6.022 x 10<sup>23</sup> of these"
SCIENCE,"This resin, a natural polymer used as a varnish, is produced by insects in India and Myanmar"
SCIENCE,These electromagnetic rays used to take pictures of your insides were originally known as Roentgen rays
SCIENCE,This German-born American physicist won the 1921 Nobel Prize for Physics
SCIENCE,"When combined with oxygen, this lightest chemical element makes water"
SCIENCE,"Also a term for someone from Warsaw, it's one of the 2 strongest points in a magnetic field"
SCIENCE,The symbol of this radioactive element is Pu & it sounds like it's named after Mickey Mouse's dog
SCIENCE,"This gas, symbol Xe, is used in stroboscopes & high-speed camera flashes"
SCIENCE,"Nearly twice as sweet as sucrose, this fruit sugar is the main sweetener in honey"
SCIENCE,An archipelago is a group of islands & this is a ring of coral islands like Bikini in the Pacific
SCIENCE,"Developed by Edward Jenner, the first true vaccine was designed to protect against this disease"
SCIENCE,They're the 2 lines of latitude lying 23 1/2 degrees north & south of the Equator
SCIENCE,This thermometer developer discovered that the boiling point of a liquid varies with atmospheric pressure
SCIENCE,"Of the noble gases, this one has the lowest atomic weight"
SCIENCE,From 1838 to 1841 this naturalist was Secretary of the Geological Society of London
SCIENCE,This 2-letter-named moon of Jupiter is the most volcanically active body in the solar system
SCIENCE,Kelp is an especially rich source of this halogen
SCIENCE,"(<a href=""http://www.j-archive.com/media/2008-05-09_DJ_17.jpg"" target=""_blank"">Kelly of the Clue Crew demonstrates a science experiment.</a>) When the glass is pushed into the water, molecules of <a href=""http://www.j-archive.com/media/2008-05-09_DJ_17a.jpg"" target=""_blank"">this</a> don't escape, but are pressed together and act as a shield between the water and the paper, keeping it dry"
SCIENCE,The 2nd law of this covers equal distribution of resources; thus cream in coffee blends evenly even when not stirred
SCIENCE,"(<a href=""http://www.j-archive.com/media/2008-05-09_DJ_19.jpg"" target=""_blank"">Sarah of the Clue Crew demonstrates a science experiment.</a>) The iron wire heats up as electricity flows through it; if you shorten the wire, it melts a result of <a href=""http://www.j-archive.com/media/2008-05-09_DJ_19a.jpg"" target=""_blank"">this</a> electrical condition, an excess flow of charge"
SCIENCE,Part of a corkscrew is this type of simple machine reworked into a spiral form
SCIENCE,"(<a href=""http://www.j-archive.com/media/2008-05-09_DJ_21.jpg"" target=""_blank"">Sarah of the Clue Crew demonstrates a science experiment.</a>) Using a centuries-old experiment, pour water into a cup, to specifically illustrate <a href=""http://www.j-archive.com/media/2008-05-09_DJ_21a.jpg"" target=""_blank"">this</a> Newtonian law"
SCIENCE,The third law of thermodynamics implies that a system can never be brought to this temperature point
SCIENCE,"In 2006, Israeli scientists claimed to have created the ""ball"" type of this stormy phenomenon using a microwave oven"
SCIENCE,"This type of ""cell"" sounds like it causes disease, but it refers to a gamete, such as an egg cell"
SCIENCE,We went underground to learn that this unit is equal to about 6.022 x 10<sup>23</sup> molecules of a given substance
SCIENCE,"In 2007 Intel announced a new faster chip design replacing silicon with this element, symbol Hf"
SCIENCE,It's the more common name for sodium chloride
SCIENCE,Foxglove is an example of this type of plant that completes its life cycle in 2 years
SCIENCE,"After the sun & moon, this planet is the brightest object in the sky"
SCIENCE,"The pH in pH scale stands for the ""potential of "" this element"
SCIENCE,"In geometry it's a quadrilateral with 2 parallel sides; in anatomy, it's the smallest wrist bone"
SCIENCE,He invented carbonated water as a byproduct of his investigations into the chemistry of air
SCIENCE,Psychologists refer to this sense as olfaction
SCIENCE,The length of this on Jupiter is less than 10 hours
SCIENCE,Palynology seeks knowledge about past plant distribution by studying grains of this
SCIENCE,"Consisting of 3 atoms, water is an example of a triatomic one of these units"
SCIENCE,"American Arthur Compton's work proved the existence of these ""particles"" of light"
SCIENCE,"In 1803 Luke Howard coined names for types of them, including cumulus & stratus"
SCIENCE,Atoms of this lightest element make up about 90% of the universe
